ranking,full name,ticker,industry,sector,hq location,hq address,years on list,ceo,eps,employees,revenues,profits,hq zip,website,market value,global 500 rank,revenue change,profit change,hq state
126,Aflac Incorporated,AFL,"Insurance: Life, Health (Stock)",Financials,"Columbus, GA",1932 Wynnton Rd.,23,Daniel P. Amos,6.42,10212,22559,2659,31999,http://www.aflac.com,29053,,8.1,5,GA
127,Sears Holdings Corporation,SHLD,General Merchandisers,Retailing,"Hoffman Estates, IL",3333 Beverly Rd.,23,Edward S. Lampert,-20.78,140000,22138,-2221,60179,http://www.searsholdings.com,1231,425,-12,,IL
128,Dollar General Corporation,DG,Specialty Retailers: Other,Retailing,"Goodlettsville, TN",100 Mission Ridge,19,Todd J. Vasos,4.43,121000,21987,1251.1,37072,http://www.dollargeneral.com,19182,,7.9,7.4,TN
129,"AutoNation, Inc.",AN,"Automotive Retailing, Services",Retailing,"Fort Lauderdale, FL",200 S.W. First Ave.,20,Michael J. Jackson,4.15,26000,21609,430.5,33301,http://www.autonation.com,4268,,3.6,-2.7,FL
130,"Community Health Systems, Inc.",CYH,Health Care: Medical Facilities,Health Care,"Franklin, TN",4000 Meridian Blvd.,11,Wayne T. Smith,-15.54,108000,21374,-1721,37067,http://www.chs.net,1010,475,-5.8,-1189.2,TN
131,Starbucks Corporation,SBUX,Food Services,"Hotels, Restaurants & Leisure","Seattle, WA",2401 Utah Ave. S.,15,Keven R. Johnson,1.9,254000,21316,2817.7,98134,http://www.starbucks.com,85092,,11.2,2.2,WA
132,Eli Lilly and Company,LLY,Pharmaceuticals,Health Care,"Indianapolis, IN",Lilly Corporate Center,23,David A. Ricks,2.58,41975,21222,2737.6,46285,http://www.lilly.com,92803,,6.3,13.7,IN
133,International Paper Company,IP,"Packaging, Containers",Materials,"Memphis, TN",6400 Poplar Ave.,23,Mark S. Sutton,2.18,55000,21079,904,38197,http://www.internationalpaper.com,20884,479,-5.8,-3.6,TN
134,Tenet Healthcare Corporation,THC,Health Care: Medical Facilities,Health Care,"Dallas, TX",1445 Ross Ave.,23,Trevor Fetter,-1.93,116475,21070,-192,75202,http://www.tenethealth.com,1777,,4.8,,TX
135,Abbott Laboratories,ABT,Medical Products and Equipment,Health Care,"Abbott Park, IL",100 Abbott Park Rd.,23,Miles D. White,0.94,75000,20853,1400,60064,http://www.abbott.com,76740,,0.9,-68.3,IL
136,"Dollar Tree, Inc.",DLTR,Specialty Retailers: Other,Retailing,"Chesapeake, VA",500 Volvo Pkwy.,9,Bob Sasser,3.78,116050,20719,896.2,23320,http://www.dollartree.com,18540,,33.7,217.4,VA
137,Whirlpool Corporation,WHR,"Electronics, Electrical Equipment",Industrials,"Benton Harbor, MI",2000 North M-63,23,Jeff M. Fettig,11.5,93000,20718,888,49022,http://www.whirlpoolcorp.com,12762,,-0.8,13.4,MI
138,Southwest Airlines Co.,LUV,Airlines,Transportation,"Dallas, TX",2702 Love Field Dr.,23,Gary C. Kelly,3.55,53536,20425,2244,75235,http://www.southwest.com,33076,,3.1,2.9,TX
139,Emerson Electric Co.,EMR,"Electronics, Electrical Equipment",Industrials,"St. Louis, MO",8000 W. Florissant Ave.,23,David N. Farr,2.52,103500,20268,1635,63136,http://www.emerson.com,38614,480,-9.1,-39.7,MO
140,"Staples, Inc.",SPLS,Specialty Retailers: Other,Retailing,"Framingham, MA",500 Staples Dr.,22,Shira D. Goodman,-2.31,61503,20217,-1497,1702,http://www.staples.com,5723,497,-4,-494.8,MA
141,"Plains GP Holdings, L.P.",PAGP,Pipelines,Energy,"Houston, TX",333 Clay St.,4,Greg L. Armstrong,0.94,5100,20182,94,77002,http://www.plainsallamerican.com,9127,460,-12.8,-20.3,TX
142,"Penske Automotive Group, Inc.",PAG,"Automotive Retailing, Services",Retailing,"Bloomfield Hills, MI",2555 Telegraph Rd.,19,Roger S. Penske,3.99,24000,20143,342.9,48302,http://www.penskeautomotive.com,4001,,4,5.2,MI
143,Union Pacific Corporation,UNP,Railroads,Transportation,"Omaha, NE",1400 Douglas St.,23,Lance M. Fritz,5.07,42919,19941,4233,68179,http://www.up.com,85911,485,-8.6,-11.3,NE
144,Danaher Corporation,DHR,"Scientific, Photographic and Control Equipment",Technology,"Washington, DC",2200 Pennsylvania Ave. N.W.,19,Thomas P. Joyce Jr.,3.65,62000,19912,2553.7,20037,http://www.danaher.com,59359,,-4.8,-23.9,DC
145,The Southern Company,SO,Utilities: Gas and Electric,Energy,"Atlanta, GA",30 Ivan Allen Jr. Blvd. N.W.,23,Thomas A. Fanning,2.55,32015,19896,2448,30308,http://www.southerncompany.com,49335,,13.8,3.4,GA
146,ManpowerGroup Inc.,MAN,Temporary Help,Business Services,"Milwaukee, WI",100 Manpower Place,23,Jonas Prising,6.27,28000,19654,443.7,53212,http://www.manpowergroup.com,6938,,1.7,5.8,WI
147,Bristol-Myers Squibb Company,BMY,Pharmaceuticals,Health Care,"New York, NY",345 Park Ave.,23,Giovanni Caforio,2.65,25000,19427,4457,10154,http://www.bms.com,89591,,17.3,184.8,NY
148,"Altria Group, Inc.",MO,Tobacco,"Food, Beverages & Tobacco","Richmond, VA",6601 W. Broad St.,23,Martin J. Barrington,7.28,8300,19337,14239,23230,http://www.altria.com,138513,,2.6,171.7,VA
149,Fluor Corporation,FLR,"Engineering, Construction",Engineering & Construction,"Irving, TX",6700 Las Colinas Blvd.,16,David T. Seaton,2,61551,19037,281.4,75039,http://www.fluor.com,7353,,5.1,-31.8,TX
150,Kohl's Corporation,KSS,General Merchandisers,Retailing,"Menomonee Falls, WI",N56 W17000 Ridgewood Dr.,20,Kevin Mansell,3.11,85000,18686,556,53051,http://www.kohls.com,6862,,-2.7,-17.4,WI
151,Lear Corporation,LEA,Motor Vehicles and Parts,Motor Vehicles & Parts,"Southfield, MI",21557 Telegraph Rd.,23,Matthew J. Simoncini,13.33,148400,18558,975.1,48033,http://www.lear.com,9726,,1.9,30.8,MI
152,"Jabil, Inc.",JBL,Semiconductors and Other Electronic Components,Technology,"St. Petersburg, FL",10560 Dr. Martin Luther King Jr. St. N.,16,Mark T. Mondello,1.32,138000,18353,254.1,33716,http://www.jabil.com,5270,,2.5,-10.5,FL
153,"The Hartford Financial Services Group, Inc.",HIG,Insurance: Property and Casualty (Stock),Financials,"Hartford, CT",1 Hartford Plaza,22,Christopher J. Swift,2.27,16900,18300,896,6155,http://www.thehartford.com,17795,,-0.4,-46.7,CT
154,Thermo Fisher Scientific Inc.,TMO,"Scientific, Photographic and Control Equipment",Technology,"Waltham, MA",168 Third Ave.,15,Marc N. Casper,5.09,54800,18274,2021.8,2451,http://www.thermofisher.com,59964,,7.7,2.3,MA
155,Kimberly-Clark Corporation,KMB,Household and Personal Products,Household Products,"Irving, TX",351 Phelps Dr.,23,Thomas J. Falk,5.99,42000,18202,2166,75038,http://www.kimberly-clark.com,46828,,-2.1,113.8,TX
156,"Molina Healthcare, Inc.",MOH,Health Care: Insurance and Managed Care,Health Care,"Long Beach, CA",200 Oceangate,6,Jospeh W. White,0.92,21000,17782,52,90802,http://www.molinahealthcare.com,2601,,25.4,-63.6,CA
157,PG&E Corporation,PCG,Utilities: Gas and Electric,Energy,"San Francisco, CA",77 Beale St.,23,Geisha J. Williams,2.78,24000,17666,1393,94105,http://www.pgecorp.com,33696,,4.9,59.4,CA
158,Supervalu Inc.,SVU,Food and Drug Stores,Food & Drug Stores,"Eden Prairie, MN",11840 Valley View Rd.,23,Mark Gross,0.66,38000,17529,178,55344,http://www.supervalu.com,1033,,-1.6,-7.3,MN
159,Cummins Inc.,CMI,Industrial Machinery,Industrials,"Columbus, IN",500 Jackson St.,23,N. Thomas Linebarger,8.23,55400,17509,1394,47201,http://www.cummins.com,25397,,-8.4,-0.4,IN
160,"CenturyLink, Inc.",CTL,Telecommunications,Telecommunications,"Monroe, LA",100 CenturyLink Dr.,8,Glen F. Post III,1.16,40000,17470,626,71203,http://www.centurylink.com,12883,,-2.4,-28.7,LA
161,AECOM,ACM,"Engineering, Construction",Engineering & Construction,"Los Angeles, CA",1999 Ave. of the Stars,9,Michael S. Burke,0.62,87000,17411,96.1,90067,http://www.aecom.com,5528,,-3.2,,CA
162,Xerox Corporation,XRX,Computer Peripherals,Technology,"Norwalk, CT",45 Glover Ave.,23,Jeffrey Jacobson,-0.49,133600,17126,-477,6850,http://www.xerox.com,7462,,-8.2,-200.6,CT
163,"Marriott International, Inc.",MAR,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure","Bethesda, MD",10400 Fernwood Rd.,19,Arne M. Sorenson,2.64,226500,17072,780,20817,http://www.marriott.com,36124,,17.9,-9.2,MD
164,PACCAR Inc,PCAR,Construction and Farm Machinery,Industrials,"Bellevue, WA",777 106th Ave. N.E.,23,Ronald E. Armstrong,1.48,23000,17033,521.7,98004,http://www.paccar.com,23604,,-10.9,-67.5,WA
165,"General Mills, Inc.",GIS,Food Consumer Products,"Food, Beverages & Tobacco","Minneapolis, MN",1 General Mills Blvd.,23,Jeffrey L. Harmening,2.77,39000,16563,1697.4,55426,http://www.generalmills.com,33998,,-6.1,39,MN
166,"The PNC Financial Services Group, Inc.",PNC,Commercial Banks,Financials,"Pittsburgh, PA",300 Fifth Ave.,23,William S. Demchak,7.3,50683,16423,3903,15222,http://www.pnc.com,58455,,0.9,-4.9,PA
167,"American Electric Power Company, Inc.",AEP,Utilities: Gas and Electric,Energy,"Columbus, OH",1 Riverside Plaza,23,Nicholas K. Akins,1.24,17634,16380,610.9,43215,http://www.aep.com,33009,,-3.1,-70.2,OH
168,Icahn Enterprises L.P.,IEP,Diversified Financials,Financials,"New York, NY",767 Fifth Ave.,9,Keith Cozza,-8.07,90980,16348,-1128,10153,http://www.ielp.com,7989,,7,,NY
169,Nucor Corporation,NUE,Metals,Materials,"Charlotte, NC",1915 Rexford Rd.,23,John J. Ferriola,2.48,23900,16208,796.3,28211,http://www.nucor.com,19051,,-1.4,122.6,NC
170,"NextEra Energy, Inc.",NEE,Utilities: Gas and Electric,Energy,"Juno Beach, FL",700 Universe Blvd.,23,James L. Robo,6.25,14700,16155,2912,33408,http://www.nexteraenergy.com,60099,,-7.6,5.8,FL
171,Performance Food Group Company,PFGC,Wholesalers: Food and Grocery,Wholesalers,"Richmond, VA",12500 W. Creek Pkwy.,9,George L. Holm,0.7,13000,16105,68.3,23238,http://www.pfgc.com,2464,,5.5,20.9,VA
172,PBF Energy Inc.,PBF,Petroleum Refining,Energy,"Parsippany, NJ",1 Sylvan Way,5,Thomas J. Nimbley,1.74,3165,15920,170.8,7054,http://www.pbfenergy.com,2431,,21.3,16.7,NJ
173,Halliburton Company,HAL,"Oil and Gas Equipment, Services",Energy,"Houston, TX",3000 N. Sam Houston Pkwy E.,23,Jeffrey A. Miller,-6.69,50000,15887,-5763,77032,http://www.halliburton.com,42662,449,-32.8,,TX
174,"CarMax, Inc.",KMX,"Automotive Retailing, Services",Retailing,"Richmond, VA",12800 Tuckahoe Creek Pkwy.,14,William D. Nash,3.03,22429,15833,623.4,23238,http://www.carmax.com,11081,,6.4,4.4,VA
175,Freeport-McMoRan Inc.,FCX,"Mining, Crude-Oil Production",Energy,"Phoenix, AZ",333 N. Central Ave.,12,Richard C. Adkerson,-3.16,30000,15789,-4154,85004,http://www.fcx.com,19310,,-0.6,,AZ
176,"Whole Foods Market, Inc.",WFM,Food and Drug Stores,Food & Drug Stores,"Austin, TX",550 Bowie St.,13,John P. Mackey,1.55,73515,15724,507,78703,http://www.wholefoodsmarket.com,9468,,2.2,-5.4,TX
177,The Bank of New York Mellon Corporation,BK,Commercial Banks,Financials,"New York, NY",225 Liberty St.,23,Charles W. Scharf,3.15,52000,15683,3547,10286,http://www.bnymellon.com,48913,,1,12.3,NY
178,"The Gap, Inc.",GPS,Specialty Retailers: Apparel,Retailing,"San Francisco, CA",2 Folsom St.,23,Arthur L. Peck,1.69,135000,15516,676,94105,http://www.gapinc.com,9712,,-1.8,-26.5,CA
179,Omnicom Group Inc.,OMC,"Advertising, Marketing",Business Services,"New York, NY",437 Madison Ave.,21,John D. Wren,4.78,78500,15417,1148.6,10022,http://www.omnicomgroup.com,20219,,1.9,5,NY
180,Genuine Parts Company,GPC,Wholesalers: Diversified,Wholesalers,"Atlanta, GA",2999 Wildwood Pkwy.,23,Paul D. Donahue,4.59,40000,15340,687.2,30339,http://www.genpt.com,13712,,0.4,-2.6,GA
181,DaVita Inc.,DVA,Health Care: Medical Facilities,Health Care,"Denver, CO",2000 16th St.,11,Kent J. Thiry,4.29,70300,15197,879.9,80202,http://www.davita.com,13227,,6.9,226.2,CO
182,Colgate-Palmolive Company,CL,Household and Personal Products,Household Products,"New York, NY",300 Park Ave.,23,Ian M. Cook,2.72,36700,15195,2441,10022,http://www.colgatepalmolive.com,64715,,-5.2,76.4,NY
183,"PPG Industries, Inc.",PPG,Chemicals,Chemicals,"Pittsburgh, PA",1 PPG Place,23,Michael H. McGarry,3.28,47000,15178,877,15272,http://www.ppg.com,26970,,-1,-37.6,PA
184,The Goodyear Tire & Rubber Company,GT,Motor Vehicles and Parts,Motor Vehicles & Parts,"Akron, OH",200 Innovation Way,23,Richard J. Kramer,4.74,66000,15158,1264,44316,http://www.goodyear.com,9070,,-7.8,311.7,OH
185,Synchrony Financial,SYF,Diversified Financials,Financials,"Stamford, CT",777 Long Ridge Rd.,1,Margaret M. Keane,2.71,15000,15122,2251,6902,http://www.synchronyfinancial.com,27810,,11,1.7,CT
186,DISH Network Corporation,DISH,Telecommunications,Telecommunications,"Englewood, CO",9601 S. Meridian Blvd.,16,Charles W. Ergen,3.05,16000,15095,1449.9,80112,http://www.dish.com,29547,,0.2,94.1,CO
187,Visa Inc.,V,Financial Data Services,Business Services,"Foster City, CA",900 Metro Center Blvd.,9,Alfred F. Kelly Jr.,,14200,15082,5991,94404,http://www.visa.com,206242,,8.7,-5.3,CA
188,"Nordstrom, Inc.",JWN,General Merchandisers,Retailing,"Seattle, WA",1617 Sixth Ave.,23,Blake W. Nordstrom,2.02,72500,14757,354,98101,http://www.nordstrom.com,7770,,2.2,-41,WA
189,INTL FCStone Inc.,INTL,Diversified Financials,Financials,"New York, NY",708 Third Ave.,9,Sean M. O'Connor,2.9,1464,14755,54.7,10017,http://www.intlfcstone.com,708,298,-57.5,-1.8,NY
190,WestRock Company,WRK,"Packaging, Containers",Materials,"Richmond, VA",501 S. Fifth St.,6,Steven C. Voorhees,-1.54,39000,14706,-396.3,23219,http://www.westrock.com,13029,,29.2,-178.2,VA
191,"XPO Logistics, Inc.",XPO,Transportation and Logistics,Transportation,"Greenwich, CT",5 American Lane,2,Bradley S. Jacobs,0.53,87000,14619,69,6831,http://www.xpo.com,5338,,91.8,,CT
192,Aramark,ARMK,Diversified Outsourcing Services,Business Services,"Philadelphia, PA",1101 Market St.,23,Eric J. Foss,1.16,217250,14416,287.8,19107,http://www.aramark.com,9081,,0.6,22,PA
193,CBS Corporation,CBS,Entertainment,Media,"New York, NY",51 W. 52nd St.,23,Leslie Moonves,2.81,18410,14386,1261,10019,http://www.cbscorporation.com,28405,,3.6,-10.8,NY
194,The AES Corporation,AES,Utilities: Gas and Electric,Energy,"Arlington, VA",4300 Wilson Blvd.,17,Andres R. Gluski,-1.71,19000,14287,-1130,22203,http://www.aes.com,7371,,-4.5,-469.3,VA
195,"WellCare Health Plans, Inc.",WCG,Health Care: Insurance and Managed Care,Health Care,"Tampa, FL",8725 Henderson Rd.,9,Kenneth A. Burdick,5.43,7400,14237,242.1,33634,http://www.wellcare.com,6212,,2.5,104.1,FL
196,FirstEnergy Corp.,FE,Utilities: Gas and Electric,Energy,"Akron, OH",76 S. Main St.,22,Charles E. Jones,-14.49,15707,14156,-6177,44308,http://www.firstenergycorp.com,14118,,-3.1,-1168.7,OH
197,"Conagra Brands, Inc.",CAG,Food Consumer Products,"Food, Beverages & Tobacco","Chicago, IL",222 W. Merchandise Mart Plaza,23,Sean M. Connolly,-1.56,20900,14134,-677,60654,http://www.conagrabrands.com,17557,,-10.8,,IL
198,Synnex Corporation,SNX,Wholesalers: Electronics and Office Equipment,Wholesalers,"Fremont, CA",44201 Nobel Dr.,11,Kevin M. Murai,5.88,110000,14062,234.9,94538,http://www.synnex.com,4469,,5.4,12.7,CA
199,CDW Corporation,CDW,Information Technology Services,Technology,"Lincolnshire, IL",75 Tri-State International,13,Thomas E. Richards,2.56,8516,13982,424.4,60069,http://www.cdw.com,9197,,7.6,5.3,IL
200,Textron Inc.,TXT,Aerospace and Defense,Aerospace & Defense,"Providence, RI",40 Westminster St.,23,Scott C. Donnelly,3.53,36000,13788,962,2903,http://www.textron.com,12851,,2.7,38,RI
201,"Waste Management, Inc.",WM,Waste Management,Business Services,"Houston, TX",1001 Fannin St.,19,James C. Fish Jr.,2.65,41200,13609,1182,77002,http://www.wm.com,32216,,5,57,TX
202,Illinois Tool Works Inc.,ITW,Industrial Machinery,Industrials,"Glenview, IL",155 Harlem Ave.,23,E. Scott Santi,5.7,50000,13599,2035,60025,http://www.itw.com,45791,,1.4,7.2,IL
203,"Office Depot, Inc.",ODP,Specialty Retailers: Other,Retailing,"Boca Raton, FL",6600 N. Military Trail,23,Gerry P. Smith,0.96,38000,13585,529,33496,http://www.officedepot.com,2402,,-6.2,6512.5,FL
204,Monsanto Company,MON,Chemicals,Chemicals,"St. Louis, MO",800 N. Lindbergh Blvd.,14,Hugh Grant,2.99,22450,13502,1336,63167,http://www.monsanto.com,49644,,-10,-42.3,MO
205,Cognizant Technology Solutions Corporation,CTSH,Information Technology Services,Technology,"Teaneck, NJ",500 Frank W. Burr Blvd.,7,Francisco D'Souza,2.55,260200,13487,1553,7666,http://www.cognizant.com,36226,,8.6,-4.3,NJ
206,Texas Instruments Incorporated,TXN,Semiconductors and Other Electronic Components,Technology,"Dallas, TX",12500 TI Blvd.,23,Richard K. Templeton,3.48,29865,13370,3595,75243,http://www.ti.com,80531,,2.8,20.4,TX
207,Lincoln National Corporation,LNC,"Insurance: Life, Health (Stock)",Financials,"Radnor, PA",150 N. Radnor-Chester Rd.,23,Dennis R. Glass,5.03,9057,13330,1192,19087,http://www.lfg.com,14760,,-1.8,3.3,PA
208,Newell Brands Inc.,NWL,"Home Equipment, Furnishings",Household Products,"Hoboken, NJ",221 River St.,22,Michael B. Polk,1.25,53400,13264,527.8,7030,http://www.newellbrands.com,22787,,122.1,50.8,NJ
209,"Land O'Lakes, Inc.",,Food Consumer Products,"Food, Beverages & Tobacco","Arden Hills, MN",4001 Lexington Ave. N.,15,Christopher J. Policinski,,10000,13233,244.9,55126,http://www.landolakesinc.com,,,0.6,-20.4,MN
210,"Marsh & McLennan Companies, Inc.",MMC,Diversified Financials,Financials,"New York, NY",1166 Ave. of the Americas,23,Daniel S. Glaser,3.38,60000,13211,1768,10036,http://www.mmc.com,38078,,2.5,10.6,NY
211,Ecolab Inc.,ECL,Chemicals,Chemicals,"St. Paul, MN",1 Ecolab Place,15,Douglas M. Baker Jr.,4.14,47565,13153,1229.6,55102,http://www.ecolab.com,36356,,-2.9,22.7,MN
212,"C. H. Robinson Worldwide, Inc.",CHRW,Transportation and Logistics,Transportation,"Eden Prairie, MN",14701 Charlson Rd.,16,John P. Wiehoff,3.59,14125,13144,513.4,55347,http://www.chrobinson.com,10958,,-2.5,0.7,MN
213,Loews Corporation,L,Insurance: Property and Casualty (Stock),Financials,"New York, NY",667 Madison Ave.,23,James S. Tisch,1.93,15800,13105,654,10065,http://www.loews.com,15747,,-2.3,151.5,NY
214,"CBRE Group, Inc.",CBG,Real Estate,Financials,"Los Angeles, CA",400 S. Hope St.,10,Robert E. Sulentic,1.69,75000,13072,572,90071,http://www.cbre.com,11753,,20.4,4.5,CA
215,"Kinder Morgan, Inc.",KMI,Pipelines,Energy,"Houston, TX",1001 Louisiana St.,14,Steven J. Kean,0.25,11121,13058,708,77002,http://www.kindermorgan.com,48533,,-9.3,179.8,TX
216,Kellogg Company,K,Food Consumer Products,"Food, Beverages & Tobacco","Battle Creek, MI",1 Kellogg Sq.,23,John A. Bryant,1.96,37369,13014,694,49017,http://www.kelloggcompany.com,25417,,-3.8,13,MI
217,Western Digital Corporation,WDC,Computer Peripherals,Technology,"Irvine, CA",3355 Michelson Dr.,14,Stephen D. Milligan,1,72878,12994,242,92612,http://www.westerndigital.com,23775,,-10.8,-83.5,CA
218,Guardian Life Ins. Co. of America,,"Insurance: Life, Health (Mutual)",Financials,"New York, NY",7 Hanover Sq.,23,Deanna M. Mulligan,,8876,12919,263.9,10004,http://www.guardianlife.com,,,2.3,-35.7,NY
219,"Ross Stores, Inc.",ROST,Specialty Retailers: Apparel,Retailing,"Dublin, CA",5130 Hacienda Dr.,15,Barbara Rentler,2.83,78600,12867,1117.7,94568,http://www.rossstores.com,25814,,7.8,9.5,CA
220,"L Brands, Inc.",LB,Specialty Retailers: Apparel,Retailing,"Columbus, OH",3 Limited Pkwy.,23,Leslie H. Wexner,3.98,59100,12574,1158.1,43230,http://www.lb.com,13426,,3.5,-7.6,OH
221,"J.C. Penney Company, Inc.",JCP,General Merchandisers,Retailing,"Plano, TX",6501 Legacy Dr.,23,Marvin R. Ellison,0,106000,12547,1,75024,http://www.jcpenney.com,1901,,-0.6,,TX
222,Farmers Insurance Exchange,,Insurance: Property and Casualty (Mutual),Financials,"Woodland Hills, CA",6301 Owensmouth Ave.,3,Jeffrey J. Dailey,,13309,12513,-147.9,91367,http://www.farmers.com,,,-0.9,,CA
223,Reynolds American Inc.,RAI,Tobacco,"Food, Beverages & Tobacco","Winston-Salem, NC",401 N. Main St.,18,Debra Crew,4.25,5525,12503,6073,27101,http://www.reynoldsamerican.com,89862,,17.1,86.7,NC
224,Viacom Inc.,VIAB,Entertainment,Media,"New York, NY",1515 Broadway,12,Robert Bakish,3.61,9650,12488,1438,10036,http://www.viacom.com,18503,,-5.9,-25.2,NY
225,"Becton, Dickinson and Company",BDX,Medical Products and Equipment,Health Care,"Franklin Lakes, NJ",1 Becton Dr.,23,Vincent A. Forlenza,4.49,50928,12483,976,7417,http://www.bd.com,39041,,21.4,40.4,NJ
226,"Micron Technology, Inc.",MU,Semiconductors and Other Electronic Components,Technology,"Boise, ID",8000 S. Federal Way,20,Sanjay Mehrotra,-0.27,31400,12399,-276,83716,http://www.micron.com,31972,,-23.4,-109.5,ID
227,"Principal Financial Group, Inc.",PFG,"Insurance: Life, Health (Stock)",Financials,"Des Moines, IA",711 High St.,23,Daniel J. Houston,4.5,14854,12394,1316.5,50392,http://www.principal.com,18143,,3.6,6.7,IA
